ACCOUNT_NUMBER,APP_NAME,USER_ID,INST_ID,INST_NAME,TRADER_ID,HIERARCHY_SEQ_NUM,SRC_SYSTEM,EVENT_TYPE,INSTRUMENT_TYPE,TICKER,CURRENCY,PRICE,QUANTITY,AMOUNT,BROKER_ID,STATUS,IS_ACTIVE,TRADE_STATUS,TRADE_ID,TRADE_TS,TRADE_TYPE,BASE_TRADE_ID,APPROVAL_STATUS,CATEGORY,COMMENTS,TRADEBOOK,CONTRABOOK,CONTRACT_ID,COUNTERPARTY,EVENT_ACTION,EVENT_TS,EVENT_REASON,EXTERNAL_ID,NOTES_FRONT_OFFICE,NOTES_BACK_OFFICE,NOVATION_ID,NOVATION_AMOUNT,RELATED_EXCHANGE,PRIMARY_BOOK,RISK_ID,FIXED_RATE,MATURITY_DATE,FLOATING_RATE_ISDA_INDEX,STRIKE_PRICE,OPTION_TYPE,BUY_SELL,MISCELLANEOUS_BLOB_1,MISCELLANEOUS_BLOB_2,VERSION
2b3bfd2621de800,CAPIQ,1a1ad5aafe8d63c,27285f263a6a370,RBC,351,35,HORIZON,CXLCONF,Futures,LRCX,CHF,78.9817,890102,70301769.13,345,CANCELLED,true,SUBMITTED,35a4ef4b,2018-09-23 01:53:27.997,STOP,35a4ea06,ONHOLD,CASH,USER_ID: '1a1ad5aafe8d63c' AMOUNT: '7.03017691334E7' SRC_SYSTEM: 'HORIZON' TICKER: 'LRCX',BLOOMBERG,BROADRIDGE,577295,Morgan Stanley,WITHDRAW,2018-09-01 01:53:27.997,Income,3974769,ACCOUNT_NUMBER: '2b3bfd2621de800' APP_NAME: 'CAPIQ' INST_NAME: 'RBC' INSTRUMENT_TYPE: 'Futures',BROKER: '345' TRADE_ID: '35a4ef4b' TRADE_STATUS: 'SUBMITTED' EVENT_REASON: 'Income',22a659e320bd840,2066487.8666157154,CME,REGULATORY,1b6569293ba34b0,9.79,2018-10-12,VANGUARD TOTAL,81.4408,CALL,HOLD,22078a72b4c79a0,194e0bff1fa5ada,1
170670b94796b18,THOMSON REUTERS,1ed63179e628970,196938f30d1f536,UBS,802,5,HORIZON,MODCONF,Preferred Stock,FISV,CAD,183.4554,221160,40572996.26,142,PASS,true,CANCELLED,35a4ef4c,2018-09-26 06:54:49.381,SELL LIMIT,35a4ec71,REJECTED,RISK,USER_ID: '1ed63179e628970' AMOUNT: '4.0572996264E7' SRC_SYSTEM: 'HORIZON' TICKER: 'FISV',MERRILL EDGE,IB,6057909,China Construction Bank,REJECT,2018-08-27 06:54:49.381,Retirement,5025903,ACCOUNT_NUMBER: '170670b94796b18' APP_NAME: 'THOMSON REUTERS' INST_NAME: 'UBS' INSTRUMENT_TYPE: 'Preferred Stock',BROKER: '142' TRADE_ID: '35a4ef4c' TRADE_STATUS: 'CANCELLED' EVENT_REASON: 'Retirement',1fb4a8bfa7d5e20,9579900.721833732,BSE,BANK,28a22e94b4e7060,2.00,2018-10-24,ISHARES FUTURES,190.2206,CALL,BUY,22c5705268a62a8,246e2d9bbc79d38,1
23cb5c18fe132d8,FACTSET,1d962e6ef2c30d4,2046f042580c960,Agricultural Bank of China,91,98,DCC,NEWCONF,Option,PKI,CHF,120.3809,1615802,194511641.10,349,CANCELLED,true,SUBMITTED,35a4ef4d,2018-09-28 12:17:40.539,SELL STOP,35a4ec36,DEFERRED,RISK,USER_ID: '1d962e6ef2c30d4' AMOUNT: '1.945116410957E8' SRC_SYSTEM: 'DCC' TICKER: 'PKI',VANGUARD,IB,7813604,HSBC,CLEAR,2018-09-01 12:17:40.539,Debt,7160001,ACCOUNT_NUMBER: '23cb5c18fe132d8' APP_NAME: 'FACTSET' INST_NAME: 'Agricultural Bank of China' INSTRUMENT_TYPE: 'Option',BROKER: '349' TRADE_ID: '35a4ef4d' TRADE_STATUS: 'SUBMITTED' EVENT_REASON: 'Debt',2811759f3b92000,7413244.82404454,BSE,REGULATORY,2bbc4f87c5ebfc0,2.88,2018-11-10,VANGUARD TOTAL,119.4660,ETC,BUY,2388dbeec2e3d60,1bedbbfe7a57ab8,1
18396a11f75b37c,THOMSON REUTERS,1fb4e6de289a5c8,225e5d141cf1638,Citi,175,25,FRONTIER,CXLCONF,Preferred Stock,HUM,GBP,200.8339,81331,16334021.92,332,PASS,true,INPROCESS,35a4ef4e,2018-09-26 02:38:21.643,BUY LIMIT,35a4ea55,APPROVED,DEFAULT,USER_ID: '1fb4e6de289a5c8' AMOUNT: '1.63340219209E7' SRC_SYSTEM: 'FRONTIER' TICKER: 'HUM',BLOOMBERG,OPTIONS PRO,7712774,TD,WITHDRAW,2018-07-25 02:38:21.643,Debt,3479249,ACCOUNT_NUMBER: '18396a11f75b37c' APP_NAME: 'THOMSON REUTERS' INST_NAME: 'Citi' INSTRUMENT_TYPE: 'Preferred Stock',BROKER: '332' TRADE_ID: '35a4ef4e' TRADE_STATUS: 'INPROCESS' EVENT_REASON: 'Debt',196de51269c4e16,8980129.509582613,CBOE,BANK,25b70c99c9b42b0,6.66,2018-09-26,ISHARES FUTURES,186.1970,ETC,HOLD,2619d2589b56bf8,1f179195d6213e0,1
1ca9c5f288fd90c,CAPIQ,1ba533c48e52efc,1d4cd2d85fc1980,Morgan Stanley,262,22,FRONTIER,MODREQ,Bond,CRM,EUR,162.9516,339722,55358243.46,224,FAIL,true,DONE,35a4ef4e,2018-09-26 02:38:21.643,SELL LIMIT,35a4ea55,DEFERRED,MARGIN,USER_ID: '1ba533c48e52efc' AMOUNT: '5.53582434552E7' SRC_SYSTEM: 'FRONTIER' TICKER: 'CRM',FIDELITY,BROADRIDGE,7663555,ICBC,REJECT,2018-07-02 02:38:21.643,Liquidation,2478755,ACCOUNT_NUMBER: '1ca9c5f288fd90c' APP_NAME: 'CAPIQ' INST_NAME: 'Morgan Stanley' INSTRUMENT_TYPE: 'Bond',BROKER: '224' TRADE_ID: '35a4ef4e' TRADE_STATUS: 'DONE' EVENT_REASON: 'Liquidation',21c892ba8c9ace0,7425195.688057745,CHX,DERIVATIVES,1d0663453034d9c,8.22,2018-11-16,VANGUARD TOTAL,155.1473,PUT,HOLD,186d817d2907198,1e14ccba3e7f850,1
20b5aa99bb42ab0,CAPIQ,2c0c6bf6d291aa0,2751b6e145ff570,Goldman Sachs,95,83,HORIZON,NEWCONF,Bond,KSU,AUD,149.0652,88901,13252045.35,55,PASS,true,INPROCESS,35a4ef4e,2018-09-26 02:38:21.643,STOP,35a4ea55,ONHOLD,MARGIN,USER_ID: '2c0c6bf6d291aa0' AMOUNT: '1.32520453452E7' SRC_SYSTEM: 'HORIZON' TICKER: 'KSU',BLOOMBERG,BROADRIDGE,7363740,UBS,WITHDRAW,2018-08-13 02:38:21.643,Debt,1444141,ACCOUNT_NUMBER: '20b5aa99bb42ab0' APP_NAME: 'CAPIQ' INST_NAME: 'Goldman Sachs' INSTRUMENT_TYPE: 'Bond',BROKER: '55' TRADE_ID: '35a4ef4e' TRADE_STATUS: 'INPROCESS' EVENT_REASON: 'Debt',248a8b767ffdcc8,4825469.3509093765,NASDAQ,BANK,1f71904a9683718,5.49,2018-12-31,ISHARES FUTURES,153.8608,ETC,BUY,1c4c6ecf6db37bc,2510f4479b0a578,1
1cd10f838288c50,CAPIQ,1a8a8146600b194,1ee9018c01e7da0,BNP Paribas,726,53,LEGACY,CXLREQ,Option,EQR,JPY,1.2404,428845,531939.34,934,PASS,true,CANCELLED,35a4ef4f,2018-09-27 12:20:09.957,BUY LIMIT,,DEFERRED,MARGIN,USER_ID: '1a8a8146600b194' AMOUNT: '531939.338' SRC_SYSTEM: 'LEGACY' TICKER: 'EQR',FIDELITY,BROADRIDGE,812580,Barclays,CLEAR,2018-07-15 12:20:09.957,Retirement,4107541,ACCOUNT_NUMBER: '1cd10f838288c50' APP_NAME: 'CAPIQ' INST_NAME: 'BNP Paribas' INSTRUMENT_TYPE: 'Option',BROKER: '934' TRADE_ID: '35a4ef4f' TRADE_STATUS: 'CANCELLED' EVENT_REASON: 'Retirement',1dbd495b3352c9c,5464686.62081023,ISE,AML,1992e7c11a1bfa6,2.53,2018-11-21,ISHARES FUTURES,1.2507,ETC,HOLD,20910f5eff2e720,2a342267650e180,1
2bd97a16e74b780,FACTSET,2006f9fe101e410,1aabf3b9dd13ed8,Credit Suisse,785,50,LEGACY,MODREQ,Option,PLD,AUD,179.0651,756220,135412609.92,941,PASS,true,INPROCESS,35a4ef50,2018-09-26 03:03:18.490,BUY LIMIT,35a4edf1,DEFERRED,DEFAULT,USER_ID: '2006f9fe101e410' AMOUNT: '1.35412609922E8' SRC_SYSTEM: 'LEGACY' TICKER: 'PLD',REUTERS,OPTIONS PRO,2579474,Citi,WITHDRAW,2018-09-09 03:03:18.490,Liquidation,3108701,ACCOUNT_NUMBER: '2bd97a16e74b780' APP_NAME: 'FACTSET' INST_NAME: 'Credit Suisse' INSTRUMENT_TYPE: 'Option',BROKER: '941' TRADE_ID: '35a4ef50' TRADE_STATUS: 'INPROCESS' EVENT_REASON: 'Liquidation',2064ecd3e523150,2955098.4398639817,NYSE,BANK,20f7a3726167690,7.97,2018-12-01,ISHARES FUTURES,197.7775,ETC,BUY,2b703d2d44483a0,20205cc2901f9b8,1
1ebb1c07a5bd150,CAPIQ,207573da8fd3060,1ee9018c01e7da0,BNP Paribas,36,81,PROTO,FILLEDREQ,Bond,COF,MXN,102.6251,435118,44654028.26,532,PASS,true,SUBMITTED,35a4ef50,2018-09-26 03:03:18.490,SELL STOP,35a4edf1,DEFERRED,DEFAULT,USER_ID: '207573da8fd3060' AMOUNT: '4.46540282618E7' SRC_SYSTEM: 'PROTO' TICKER: 'COF',MERRILL EDGE,IB,9741203,JP Morgan,REJECT,2018-07-25 03:03:18.490,Consolidation,4543267,ACCOUNT_NUMBER: '1ebb1c07a5bd150' APP_NAME: 'CAPIQ' INST_NAME: 'BNP Paribas' INSTRUMENT_TYPE: 'Bond',BROKER: '532' TRADE_ID: '35a4ef50' TRADE_STATUS: 'SUBMITTED' EVENT_REASON: 'Consolidation',2bd4d58c0057c60,4346329.5600487515,AMEX,REGULATORY,167caf86412923b,11.05,2018-11-17,SPDR MIDCAP,111.2426,OTC,HOLD,2acaec491be5690,1a3e03f4259bff0,1
280409b8486fe70,CAPIQ,22db453952b3890,2c61048dcb600a0,Deutsche Bank,570,31,HORIZON,NEWCONF,Futures,SO,GBP,182.9807,465948,85259491.20,506,CANCELLED,true,SUBMITTED,35a4ef52,2018-09-23 08:26:52.692,SELL STOP,35a4eeb8,REJECTED,RISK,USER_ID: '22db453952b3890' AMOUNT: '8.52594912036E7' SRC_SYSTEM: 'HORIZON' TICKER: 'SO',BLOOMBERG,OPTIONS PLACE,5878819,Citi,REJECT,2018-09-04 08:26:52.692,Retirement,1705049,ACCOUNT_NUMBER: '280409b8486fe70' APP_NAME: 'CAPIQ' INST_NAME: 'Deutsche Bank' INSTRUMENT_TYPE: 'Futures',BROKER: '506' TRADE_ID: '35a4ef52' TRADE_STATUS: 'SUBMITTED' EVENT_REASON: 'Retirement',23f41db196862a8,8776757.037264636,CHX,BANK,2017ef92851a868,12.36,2018-11-15,FIDELITY SP500,196.0454,CALL,HOLD,1dba82d21f8ce4c,22f282aa90e3368,1
2c16fdf39483010,FACTSET,1eacb3a81950690,196938f30d1f536,UBS,232,82,LEGACY,MODREQ,Preferred Stock,IDXX,USD,48.3652,741009,35839048.49,213,CANCELLED,true,SUBMITTED,35a4ef52,2018-09-23 08:26:52.692,BUY STOP,35a4eeb8,ONHOLD,MARGIN,USER_ID: '1eacb3a81950690' AMOUNT: '3.58390484868E7' SRC_SYSTEM: 'LEGACY' TICKER: 'IDXX',MERRILL EDGE,BROADRIDGE,9436538,Bradesco,CLEAR,2018-08-15 08:26:52.692,Debt,97474,ACCOUNT_NUMBER: '2c16fdf39483010' APP_NAME: 'FACTSET' INST_NAME: 'UBS' INSTRUMENT_TYPE: 'Preferred Stock',BROKER: '213' TRADE_ID: '35a4ef52' TRADE_STATUS: 'SUBMITTED' EVENT_REASON: 'Debt',24090b638d882a8,5011834.542727635,CHX,AML,22d4c385095c4a0,2.26,2018-10-06,ISHARES FUTURES,52.2850,ETC,HOLD,2153ca1ed8939b8,238a07c204e3c60,1
2b8b87679eb4ec0,THOMSON REUTERS,1e891ae1f2e56d0,2751b6e145ff570,Goldman Sachs,815,55,HORIZON,NEWREQ,Preferred Stock,MU,CHF,37.1852,729861,27140027.26,551,PASS,true,CANCELLED,35a4ef52,2018-09-23 08:26:52.692,SELL STOP,35a4eeb8,APPROVED,DEFAULT,USER_ID: '1e891ae1f2e56d0' AMOUNT: '2.71400272572E7' SRC_SYSTEM: 'HORIZON' TICKER: 'MU',FIDELITY,OPTIONS PRO,1780613,Bank of China,WITHDRAW,2018-07-25 08:26:52.692,Debt,6504014,ACCOUNT_NUMBER: '2b8b87679eb4ec0' APP_NAME: 'THOMSON REUTERS' INST_NAME: 'Goldman Sachs' INSTRUMENT_TYPE: 'Preferred Stock',BROKER: '551' TRADE_ID: '35a4ef52' TRADE_STATUS: 'CANCELLED' EVENT_REASON: 'Debt',1843c97111cd332,8050668.1288960185,CHX,AML,19bc32c27a0d9f0,2.60,2018-11-26,ISHARES FUTURES,38.0705,PUT,SELL,1e2f65c4440f7cc,17d59e73fec71b3,1
29dfad743e09770,THOMSON REUTERS,201122d6d50a0e8,225e5d141cf1638,Citi,419,84,HORIZON,FILLEDREQ,Cash,SCG,CNY,14.5192,466620,6774949.10,720,FAIL,true,CANCELLED,35a4ef58,2018-09-28 09:08:29.102,MARKET,35a4ef0f,ONHOLD,MARGIN,USER_ID: '201122d6d50a0e8' AMOUNT: '6774949.104' SRC_SYSTEM: 'HORIZON' TICKER: 'SCG',MERRILL EDGE,OPTIONS PRO,2324876,Wells Fargo,REJECT,2018-07-20 09:08:29.102,Consolidation,3369527,ACCOUNT_NUMBER: '29dfad743e09770' APP_NAME: 'THOMSON REUTERS' INST_NAME: 'Citi' INSTRUMENT_TYPE: 'Cash',BROKER: '720' TRADE_ID: '35a4ef58' TRADE_STATUS: 'CANCELLED' EVENT_REASON: 'Consolidation',2781db24e39a860,5372221.000864329,BSE,REGULATORY,2218452dbe75030,8.22,2018-10-29,FIDELITY SP500,13.7756,CALL,SUSPEND,224b3fb3f145b88,206eb6eeab26170,1
28986b63e62f6b0,CAPIQ,1f912c7ff2030f8,1a4017d926f154c,Wells Fargo,844,39,HORIZON,NEWREQ,Futures,FIS,EUR,128.3271,376220,48279221.56,949,FAIL,true,INPROCESS,35a4ef58,2018-09-28 09:08:29.102,SELL STOP,35a4ef0f,DEFERRED,DEFAULT,USER_ID: '1f912c7ff2030f8' AMOUNT: '4.8279221562E7' SRC_SYSTEM: 'HORIZON' TICKER: 'FIS',VANGUARD,OPTIONS PRO,4082943,RBC,REJECT,2018-07-15 09:08:29.102,Retirement,3762066,ACCOUNT_NUMBER: '28986b63e62f6b0' APP_NAME: 'CAPIQ' INST_NAME: 'Wells Fargo' INSTRUMENT_TYPE: 'Futures',BROKER: '949' TRADE_ID: '35a4ef58' TRADE_STATUS: 'INPROCESS' EVENT_REASON: 'Retirement',2a72cfab550c120,831324.5667648112,NSX,AML,1e03eb40ec66afc,7.61,2018-12-01,FIDELITY SP500,136.8709,OTC,BUY,1f6e0956e899000,2054260b6955858,1
18396a11f75b37c,FACTSET,1fb4e6de289a5c8,27285f263a6a370,RBC,602,8,DCC,CXLREQ,Stock,DISCK,EUR,180.1770,732685,132012985.25,322,FAIL,true,DONE,35a4ef58,2018-09-28 09:08:29.102,BUY LIMIT,35a4ef0f,ONHOLD,DEFAULT,USER_ID: '1fb4e6de289a5c8' AMOUNT: '1.32012985245E8' SRC_SYSTEM: 'DCC' TICKER: 'DISCK',ETRADE,OPTIONS PLACE,3303178,ICBC,CLEAR,2018-09-15 09:08:29.102,Consolidation,6057398,ACCOUNT_NUMBER: '18396a11f75b37c' APP_NAME: 'FACTSET' INST_NAME: 'RBC' INSTRUMENT_TYPE: 'Stock',BROKER: '322' TRADE_ID: '35a4ef58' TRADE_STATUS: 'DONE' EVENT_REASON: 'Consolidation',1868a3ac217d87c,4240922.78463692,ISE,DERIVATIVES,1df2180580d7884,6.59,2018-10-02,SPDR MIDCAP,177.1181,CALL,BUY,21944f611fbb508,2881a866eb69cc0,1
2949b6ed9f0aeb0,CAPIQ,2605cad1f30f710,18ff792a77871ac,Capital One,73,32,PROTO,MODCONF,Option,ADM,JPY,145.0230,568684,82472259.73,545,PASS,true,DONE,35a4ef5e,2018-09-24 01:44:44.345,MARKET,35a4edc8,DEFERRED,DEFAULT,USER_ID: '2605cad1f30f710' AMOUNT: '8.2472259732E7' SRC_SYSTEM: 'PROTO' TICKER: 'ADM',REUTERS,BROADRIDGE,3456172,Chase,APPROVE,2018-07-19 01:44:44.345,Retirement,4402326,ACCOUNT_NUMBER: '2949b6ed9f0aeb0' APP_NAME: 'CAPIQ' INST_NAME: 'Capital One' INSTRUMENT_TYPE: 'Option',BROKER: '545' TRADE_ID: '35a4ef5e' TRADE_STATUS: 'DONE' EVENT_REASON: 'Retirement',24f47fe75c71ea0,3014488.222042148,AMEX,AML,2772a817ac6d430,12.02,2018-10-10,VANGUARD TOTAL,153.8671,PUT,SUSPEND,2470ea48dc9f4d0,1c23c5c9ad61448,1
280409b8486fe70,THOMSON REUTERS,22db453952b3890,1fba99b44c34388,Bank of America,798,1,FRONTIER,FILLEDREQ,Cash,ACN,GBP,140.9488,588229,82910171.68,84,FAIL,true,SUBMITTED,35a4ef5e,2018-09-24 01:44:44.345,BUY LIMIT,35a4edc8,APPROVED,CASH,USER_ID: '22db453952b3890' AMOUNT: '8.29101716752E7' SRC_SYSTEM: 'FRONTIER' TICKER: 'ACN',REUTERS,BROADRIDGE,3752278,MUFG,CLEAR,2018-07-27 01:44:44.345,Liquidation,5398854,ACCOUNT_NUMBER: '280409b8486fe70' APP_NAME: 'THOMSON REUTERS' INST_NAME: 'Bank of America' INSTRUMENT_TYPE: 'Cash',BROKER: '84' TRADE_ID: '35a4ef5e' TRADE_STATUS: 'SUBMITTED' EVENT_REASON: 'Liquidation',18ad551d2c715e4,536372.7186464501,CME,DERIVATIVES,1f0d0a90b397d18,10.37,2018-11-09,SPDR MIDCAP,145.9118,ETC,BUY,16d1e52c946cb8c,23ab4e4334408e8,1
25b20daee733838,FACTSET,2092d5fe2cd93f0,2113d49f3c990d0,JP Morgan,178,77,DCC,NEWCONF,Cash,QRVO,SEK,18.6589,597703,11152480.51,386,CANCELLED,true,DONE,35a4ef5e,2018-09-24 01:44:44.345,SELL LIMIT,35a4edc8,REJECTED,RISK,USER_ID: '2092d5fe2cd93f0' AMOUNT: '1.11524805067E7' SRC_SYSTEM: 'DCC' TICKER: 'QRVO',MERRILL EDGE,IB,2584826,HSBC,DEFER,2018-09-14 01:44:44.345,Investment,6366704,ACCOUNT_NUMBER: '25b20daee733838' APP_NAME: 'FACTSET' INST_NAME: 'JP Morgan' INSTRUMENT_TYPE: 'Cash',BROKER: '386' TRADE_ID: '35a4ef5e' TRADE_STATUS: 'DONE' EVENT_REASON: 'Investment',2846927cfcf12c0,1836992.3621710765,CHX,AML,1678608f4ca2dd5,4.72,2018-11-05,SPDR MIDCAP,17.7570,OTC,HOLD,245ead3ba79f4f8,1edcc6c37e1d6d8,1
20c64eaee4d7f48,THOMSON REUTERS,183a44d121e91a4,2c1a420b9f45df0,Barclays,361,13,PROTO,CXLREQ,Bond,EMR,GBP,26.9088,600822,16167399.03,926,CANCELLED,true,SUBMITTED,35a4ef63,2018-09-23 09:45:42.875,STOP,35a4eb7b,DEFERRED,MARGIN,USER_ID: '183a44d121e91a4' AMOUNT: '1.61673990336E7' SRC_SYSTEM: 'PROTO' TICKER: 'EMR',VANGUARD,IB,1646947,MUFG,REJECT,2018-08-30 09:45:42.875,Retirement,8748544,ACCOUNT_NUMBER: '20c64eaee4d7f48' APP_NAME: 'THOMSON REUTERS' INST_NAME: 'Barclays' INSTRUMENT_TYPE: 'Bond',BROKER: '926' TRADE_ID: '35a4ef63' TRADE_STATUS: 'SUBMITTED' EVENT_REASON: 'Retirement',28cee49ffb842c0,5566390.219478494,AMEX,AML,25d9f313e0b2ea8,3.16,2018-12-31,ISHARES FUTURES,26.3265,OTC,SUSPEND,1e2eb5f797fe6dc,1a02a050596bff2,1
2b462022525d0b0,BLOOMBERG,2578ba20d829ea8,2046f042580c960,Agricultural Bank of China,405,55,DCC,MODREQ,Option,ETR,JPY,78.1215,771967,60307219.99,935,PASS,true,INPROCESS,35a4ef63,2018-09-23 09:45:42.875,SELL LIMIT,35a4eb7b,REJECTED,DEFAULT,USER_ID: '2578ba20d829ea8' AMOUNT: '6.03072199905E7' SRC_SYSTEM: 'DCC' TICKER: 'ETR',REUTERS,BROADRIDGE,4937287,China Construction Bank,APPROVE,2018-08-19 09:45:42.875,Retirement,11433,ACCOUNT_NUMBER: '2b462022525d0b0' APP_NAME: 'BLOOMBERG' INST_NAME: 'Agricultural Bank of China' INSTRUMENT_TYPE: 'Option',BROKER: '935' TRADE_ID: '35a4ef63' TRADE_STATUS: 'INPROCESS' EVENT_REASON: 'Retirement',2c64029421eafe0,8082848.72442399,ISE,REGULATORY,239f015b9b1cb40,4.39,2018-10-04,SPDR MIDCAP,76.4100,CALL,BUY,2b084a23377ffa0,20ef5383ded0120,1
2947e5613ca3d60,CAPIQ,21dbeb810753860,2c1a420b9f45df0,Barclays,855,32,HORIZON,FILLEDREQ,Stock,CI,SEK,78.1736,168387,13163417.98,833,FAIL,true,INPROCESS,35a4ef63,2018-09-23 09:45:42.875,SELL STOP,35a4eb7b,DEFERRED,DEFAULT,USER_ID: '21dbeb810753860' AMOUNT: '1.31634179832E7' SRC_SYSTEM: 'HORIZON' TICKER: 'CI',REUTERS,OPTIONS PRO,9231283,Chase,APPROVE,2018-09-06 09:45:42.875,Debt,9370923,ACCOUNT_NUMBER: '2947e5613ca3d60' APP_NAME: 'CAPIQ' INST_NAME: 'Barclays' INSTRUMENT_TYPE: 'Stock',BROKER: '833' TRADE_ID: '35a4ef63' TRADE_STATUS: 'INPROCESS' EVENT_REASON: 'Debt',23d89e459457d50,3910243.9084821166,CBOE,REGULATORY,21ade14c97f32e0,10.34,2018-10-20,FIDELITY SP500,72.3583,PUT,SUSPEND,188f10be0f1f184,1717903985d8517,1
2bd97a16e74b780,THOMSON REUTERS,2006f9fe101e410,1d8f29ea845d658,Chase,226,60,HORIZON,CXLCONF,Option,SEE,AUD,170.0802,28514,4849666.82,111,FAIL,true,DONE,35a4ef64,2018-09-26 03:02:43.490,BUY LIMIT,35a4ef3b,DEFERRED,DEFAULT,USER_ID: '2006f9fe101e410' AMOUNT: '4849666.8228' SRC_SYSTEM: 'HORIZON' TICKER: 'SEE',ETRADE,BROADRIDGE,5147552,Chase,APPROVE,2018-06-30 03:02:43.490,Liquidation,5202133,ACCOUNT_NUMBER: '2bd97a16e74b780' APP_NAME: 'THOMSON REUTERS' INST_NAME: 'Chase' INSTRUMENT_TYPE: 'Option',BROKER: '111' TRADE_ID: '35a4ef64' TRADE_STATUS: 'DONE' EVENT_REASON: 'Liquidation',1646b2a353fb649,6700104.095357663,ISE,DERIVATIVES,2478ac48d26c988,2.75,2018-09-29,FIDELITY SP500,155.5761,OTC,HOLD,259bf17dae8f388,24af02a99a5d740,1
21bb0ecfee33fd0,BLOOMBERG,1eccc713d6c3c48,1d8f29ea845d658,Chase,155,29,LIC,CXLREQ,Cash,RRC,CHF,42.1303,368514,15525605.37,178,FAIL,true,DONE,35a4ef64,2018-09-26 03:02:43.490,SELL STOP,35a4ef3b,ONHOLD,MARGIN,USER_ID: '1eccc713d6c3c48' AMOUNT: '1.55256053742E7' SRC_SYSTEM: 'LIC' TICKER: 'RRC',REUTERS,OPTIONS PLACE,3180342,Credit Suisse,WITHDRAW,2018-07-09 03:02:43.490,Debt,1550447,ACCOUNT_NUMBER: '21bb0ecfee33fd0' APP_NAME: 'BLOOMBERG' INST_NAME: 'Chase' INSTRUMENT_TYPE: 'Cash',BROKER: '178' TRADE_ID: '35a4ef64' TRADE_STATUS: 'DONE' EVENT_REASON: 'Debt',1bf0de96488fe10,4919358.159545246,NSX,AML,2487457296998a8,8.69,2018-12-06,SPDR MIDCAP,44.3365,CALL,SELL,1b0211220211fa0,22b457abc6ec448,1
2a4b0f56fa7c670,FACTSET,18e7ab05572adc0,23e4f1e69b8cd30,MUFG,881,82,LEGACY,FILLEDREQ,Cash,SLG,CHF,149.8663,947881,142055418.31,219,CANCELLED,true,INPROCESS,35a4ef64,2018-09-26 03:02:43.490,BUY LIMIT,35a4ef3b,REJECTED,MARGIN,USER_ID: '18e7ab05572adc0' AMOUNT: '1.420554183103E8' SRC_SYSTEM: 'LEGACY' TICKER: 'SLG',VANGUARD,OPTIONS PLACE,4994777,HSBC,DEFER,2018-07-02 03:02:43.490,Liquidation,9666524,ACCOUNT_NUMBER: '2a4b0f56fa7c670' APP_NAME: 'FACTSET' INST_NAME: 'MUFG' INSTRUMENT_TYPE: 'Cash',BROKER: '219' TRADE_ID: '35a4ef64' TRADE_STATUS: 'INPROCESS' EVENT_REASON: 'Liquidation',16e3b18a95cc3f6,779571.8447222338,NYSE,REGULATORY,1f3056ec209de20,12.08,2018-11-20,VANGUARD TOTAL,144.8699,CALL,BUY,1dad00eaf4ac5e0,29b352f5bf46bf0,1
267a7ba917e4d90,BLOOMBERG,227c5b8f8fdd650,23e4f1e69b8cd30,MUFG,836,49,FRONTIER,CXLCONF,Stock,DTE,AUD,124.4333,767958,95559548.20,161,PASS,true,DONE,35a4ef65,2018-09-25 10:02:47.057,STOP,35a4eb67,ONHOLD,MARGIN,USER_ID: '227c5b8f8fdd650' AMOUNT: '9.55595482014E7' SRC_SYSTEM: 'FRONTIER' TICKER: 'DTE',REUTERS,BROADRIDGE,3953959,BNP Paribas,DEFER,2018-09-24 10:02:47.057,Debt,1663585,ACCOUNT_NUMBER: '267a7ba917e4d90' APP_NAME: 'BLOOMBERG' INST_NAME: 'MUFG' INSTRUMENT_TYPE: 'Stock',BROKER: '161' TRADE_ID: '35a4ef65' TRADE_STATUS: 'DONE' EVENT_REASON: 'Debt',24bf5a2252f5b50,6784203.512433394,CHX,REGULATORY,16415d1f32ba708,9.81,2018-11-06,VANGUARD TOTAL,114.2056,ETC,HOLD,17c22c321c252da,1e0f89ec7483818,1
29e921945af1700,CAPIQ,23d64b32434a670,1dabf0456b69960,China Construction Bank,765,33,HORIZON,FILLEDREQ,Bond,UAA,AUD,108.3685,513755,55674858.72,215,FAIL,true,INPROCESS,35a4ef65,2018-09-25 10:02:47.057,SELL STOP,35a4eb67,ONHOLD,CASH,USER_ID: '23d64b32434a670' AMOUNT: '5.56748587175E7' SRC_SYSTEM: 'HORIZON' TICKER: 'UAA',VANGUARD,IB,7242136,UBS,WITHDRAW,2018-07-20 10:02:47.057,Investment,6216369,ACCOUNT_NUMBER: '29e921945af1700' APP_NAME: 'CAPIQ' INST_NAME: 'China Construction Bank' INSTRUMENT_TYPE: 'Bond',BROKER: '215' TRADE_ID: '35a4ef65' TRADE_STATUS: 'INPROCESS' EVENT_REASON: 'Investment',2b3c28664ebfbf0,5786158.040136461,CME,BANK,1ca0d5e62409fac,7.21,2018-11-20,ISHARES FUTURES,117.5306,OTC,HOLD,1c86dd2c2b3b19c,2c3541ac0db1440,1
